"","x"
"16720","career"
"16721","advice"
"16722","browse"
"16723","jobs"
"16724","browse"
"16725","companies"
"16726","salaries"
"16727","find"
"16728","certifications"
"16729","employer"
"16730","events"
"16731","work"
"16732","at"
"16733","indeed"
"16734","countries"
"16735","about"
"16736","help"
"16737","center"
"16738","do"
"16739","not"
"16740","sell"
"16741","my"
"16742","personal"
"16743","information"
"16744","privacy"
"16745","center"
"16746","minimum"
"16747","of"
"16748","three"
"16749","years"
"16750","related"
"16751","work"
"16752","experience"
"16753","in"
"16754","analytical"
"16755","roles"
"16756","experience"
"16757","with"
"16758","data"
"16759","wrangling"
"16760","required"
"16761","programming"
"16762","skills"
"16763","to"
"16764","access"
"16765","transform"
"16766","and"
"16767","prepare"
"16768","large"
"16769","scale"
"16770","data"
"16771","for"
"16772","statistical"
"16773","modeling"
"16774","experience"
"16775","utilizing"
"16776","statistical"
"16777","and"
"16778","machine"
"16779","learning"
"16780","methods"
"16781","required"
"16782","undergraduate"
"16783","degree"
"16784","in"
"16785","analytics"
"16786","applied"
"16787","mathematics"
"16788","economics"
"16789","statistics"
"16790","or"
"16791","related"
"16792","analytical"
"16793","field"
"16794","of"
"16795","study"
"16796","or"
"16797","equivalent"
"16798","combination"
"16799","of"
"16800","training"
"16801","and"
"16802","experience"
"16803","graduate"
"16804","degree"
"16805","preferred"
"16806","hiring"
"16807","lab"
"16808","career"
"16809","advice"
"16810","browse"
"16811","jobs"
"16812","browse"
"16813","companies"
"16814","salaries"
"16815","find"
"16816","certifications"
"16817","employer"
"16818","events"
"16819","work"
"16820","at"
"16821","indeed"
"16822","countries"
"16823","about"
"16824","help"
"16825","center"
"16826","do"
"16827","not"
"16828","sell"
"16829","my"
"16830","personal"
"16831","information"
"16832","privacy"
"16833","center"
"16834","understands"
"16835","evaluates"
"16836","and"
"16837","elicits"
"16838","requirements"
"16839","for"
"16840","complex"
"16841","business"
"16842","questions"
"16843","and"
"16844","challenges"
"16845","identifies"
"16846","relevant"
"16847","internal"
"16848","and"
"16849","external"
"16850","data"
"16851","obtains"
"16852","cleans"
"16853","and"
"16854","manages"
"16855","large"
"16856","fast"
"16857","moving"
"16858","disparate"
"16859","data"
"16860","sets"
"16861","identifies"
"16862","areas"
"16863","where"
"16864","missing"
"16865","data"
"16866","could"
"16867","be"
"16868","deemed"
"16869","useful"
"16870","in"
"16871","providing"
"16872","business"
"16873","insights"
"16874","builds"
"16875","and"
"16876","refines"
"16877","predictive"
"16878","models"
"16879","which"
"16880","may"
"16881","incorporate"
"16882","methods"
"16883","for"
"16884","regression"
"16885","classification"
"16886","text"
"16887","pattern"
"16888","recognition"
"16889","probabilistic"
"16890","graphical"
"16891","models"
"16892","streaming"
"16893","and"
"16894","time"
"16895","series"
"16896","analysis"
"16897","apply"
"16898","rigorous"
"16899","validation"
"16900","methods"
"16901","to"
"16902","models"
"16903","and"
"16904","provide"
"16905","realistic"
"16906","expectations"
"16907","of"
"16908","model"
"16909","performance"
"16910","when"
"16911","it"
"16912","is"
"16913","generalized"
"16914","to"
"16915","new"
"16916","data"
"16917","e.g"
"16918","confidence"
"16919","intervals"
"16920","clearly"
"16921","communicate"
"16922","insights"
"16923","discovered"
"16924","from"
"16925","models"
"16926","in"
"16927","a"
"16928","manner"
"16929","which"
"16930","is"
"16931","easily"
"16932","interpretable"
"16933","by"
"16934","general"
"16935","business"
"16936","users"
"16937","closely"
"16938","collaborates"
"16939","with"
"16940","business"
"16941","users"
"16942","subject"
"16943","matter"
"16944","experts"
"16945","produces"
"16946","ad"
"16947","hoc"
"16948","as"
"16949","well"
"16950","as"
"16951","ongoing"
"16952","reports"
"16953","graphs"
"16954","charts"
"16955","tables"
"16956","and"
"16957","other"
"16958","visualizations"
"16959","develops"
"16960","analytical"
"16961","macros"
"16962","and"
"16963","applications"
"16964","via"
"16965","code"
"16966","or"
"16967","gui"
"16968","interface"
"16969","that"
"16970","provide"
"16971","business"
"16972","insight"
"16973","creates"
"16974","and"
"16975","leads"
"16976","presentations"
"16977","researches"
"16978","and"
"16979","recommends"
"16980","data"
"16981","science"
"16982","best"
"16983","practices"
"16984","educates"
"16985","others"
"16986","on"
"16987","predictive"
"16988","analytic"
"16989","and"
"16990","statistical"
"16991","based"
"16992","data"
"16993","science"
"16994","techniques"
"16995","aggressively"
"16996","and"
"16997","continuously"
"16998","advances"
"16999","skill"
"17000","set"
"17001","makes"
"17002","decisions"
"17003","and"
"17004","recommendations"
"17005","on"
"17006","project"
"17007","priorities"
"17008","functional"
"17009","design"
"17010","changes"
"17011","process"
"17012","improvements"
"17013","and"
"17014","problem"
"17015","resolution"
"17016","participates"
"17017","as"
"17018","a"
"17019","member"
"17020","or"
"17021","a"
"17022","lead"
"17023","on"
"17024","multi"
"17025","function"
"17026","teams"
"17027","and"
"17028","project"
"17029","planning"
"17030","activities"
"17031","helps"
"17032","to"
"17033","ensure"
"17034","that"
"17035","projects"
"17036","are"
"17037","completed"
"17038","in"
"17039","a"
"17040","timely"
"17041","and"
"17042","cost"
"17043","effective"
"17044","manner"
"17045","ensures"
"17046","that"
"17047","accurate"
"17048","and"
"17049","thorough"
"17050","documentation"
"17051","is"
"17052","maintained"
"17053","for"
"17054","any"
"17055","programming"
"17056","code"
"17057","application"
"17058","macro"
"17059","or"
"17060","business"
"17061","process"
"17062","requires"
"17063","a"
"17064","master"
"17065","of"
"17066","science"
"17067","degree"
"17068","in"
"17069","predictive"
"17070","analytics"
"17071","computer"
"17072","science"
"17073","statistics"
"17074","mathematics"
"17075","economics"
"17076","or"
"17077","related"
"17078","field"
"17079","must"
"17080","have"
"17081","experience"
"17082","with"
"17083","manufacturing"
"17084","and"
"17085","or"
"17086","internet"
"17087","of"
"17088","things"
"17089","must"
"17090","be"
"17091","able"
"17092","to"
"17093","communicate"
"17094","with"
"17095","various"
"17096","colleagues"
"17097","in"
"17098","the"
"17099","business"
"17100","expertise"
"17101","in"
"17102","one"
"17103","or"
"17104","more"
"17105","modeling"
"17106","platforms"
"17107","languages"
"17108","such"
"17109","as"
"17110","r"
"17111","sas"
"17112","spss"
"17113","and"
"17114","python"
"17115","knowledge"
"17116","of"
"17117","analytical"
"17118","and"
"17119","visualization"
"17120","tools"
"17121","such"
"17122","as"
"17123","microsoft"
"17124","powerbi"
"17125","alteryx"
"17126","and"
"17127","tableau"
"17128","experience"
"17129","in"
"17130","the"
"17131","following"
"17132","techniques"
"17133","classification"
"17134","e.g"
"17135","decision"
"17136","trees"
"17137","and"
"17138","support"
"17139","vector"
"17140","machine"
"17141","regression"
"17142","i.e"
"17143","linear"
"17144","and"
"17145","nonlinear"
"17146","clustering"
"17147","e.g"
"17148","k"
"17149","means"
"17150","and"
"17151","fuzzy"
"17152","time"
"17153","series"
"17154","modelling"
"17155","and"
"17156","forecasting"
"17157","e.g"
"17158","arima"
"17159","garch"
"17160","and"
"17161","exponential"
"17162","smoothing"
"17163","and"
"17164","statistical"
"17165","analysis"
"17166","e.g"
"17167","hierarchical"
"17168","modeling"
"17169","and"
"17170","hypothesis"
"17171","testing"
"17172","experience"
"17173","with"
"17174","ensemble"
"17175","learners"
"17176","random"
"17177","forest"
"17178","adaboost"
"17179","demonstrated"
"17180","experience"
"17181","with"
"17182","big"
"17183","data"
"17184","concepts"
"17185","and"
"17186","technologies"
"17187","i.e"
"17188","hadoop"
"17189","map"
"17190","reduce"
"17191","spark"
"17192","and"
"17193","nosql"
"17194","preferred"
"17195","experience"
"17196","with"
"17197","the"
"17198","microsoft"
"17199","azure"
"17200","stack"
"17201","e.g"
"17202","adls"
"17203","data"
"17204","factory"
"17205","databricks"
"17206","some"
"17207","understanding"
"17208","and"
"17209","experience"
"17210","with"
"17211","sql"
"17212","and"
"17213","rdbms"
"17214","proven"
"17215","experience"
"17216","with"
"17217","predictive"
"17218","and"
"17219","prescriptive"
"17220","analytics"
"17221","experience"
"17222","implementing"
"17223","or"
"17224","using"
"17225","a"
"17226","data"
"17227","lake"
"17228","and"
"17229","logical"
"17230","data"
"17231","warehouse"
"17232","experience"
"17233","deploying"
"17234","data"
"17235","science"
"17236","solutions"
"17237","to"
"17238","the"
"17239","business"
"17240","environment"
"17241","requires"
"17242","analytical"
"17243","ability"
"17244","creativity"
"17245","and"
"17246","judgment"
"17247","in"
"17248","analyzing"
"17249","developing"
"17250","and"
"17251","implementing"
"17252","software"
"17253","solutions"
"17254","ability"
"17255","to"
"17256","work"
"17257","in"
"17258","teams"
"17259","fostering"
"17260","a"
"17261","collaborative"
"17262","environment"
"17263","proven"
"17264","experience"
"17265","in"
"17266","an"
"17267","environment"
"17268","with"
"17269","multiple"
"17270","tasks"
"17271","and"
"17272","changing"
"17273","priorities"
"17274","experience"
"17275","developing"
"17276","reports"
"17277","models"
"17278","applications"
"17279","and"
"17280","presentations"
"17281","present"
"17282","to"
"17283","the"
"17284","business"
"17285","across"
"17286","various"
"17287","levels"
"17288","of"
"17289","the"
"17290","organization"
"17291","manufacturing"
"17292","and"
"17293","or"
"17294","internet"
"17295","of"
"17296","things"
"17297","2"
"17298","years"
"17299","preferred"
"17300","data"
"17301","scientist"
"17302","4"
"17303","years"
"17304","preferred"
"17305","master's"
"17306","preferred"
"17307","hiring"
"17308","lab"
"17309","career"
"17310","advice"
"17311","browse"
"17312","jobs"
"17313","browse"
"17314","companies"
"17315","salaries"
"17316","find"
"17317","certifications"
"17318","employer"
"17319","events"
"17320","work"
"17321","at"
"17322","indeed"
"17323","countries"
"17324","about"
"17325","help"
"17326","center"
"17327","do"
"17328","not"
"17329","sell"
"17330","my"
"17331","personal"
"17332","information"
"17333","privacy"
"17334","center"
"17335","data"
"17336","science"
"17337","engineering"
"17338","computer"
"17339","science"
"17340","software"
"17341","development"
"17342","coding"
"17343","programming"
"17344","opportunities"
"17345","to"
"17346","gain"
"17347","new"
"17348","skills"
"17349","and"
"17350","elevate"
"17351","the"
"17352","ones"
"17353","you"
"17354","already"
"17355","have"
"17356","all"
"17357","in"
"17358","a"
"17359","robust"
"17360","and"
"17361","forward"
"17362","thinking"
"17363","business"
"17364","setting"
"17365","first"
"17366","rate"
"17367","hands"
"17368","on"
"17369","experience"
"17370","in"
"17371","the"
"17372","telecommunications"
"17373","industry"
"17374","opportunities"
"17375","to"
"17376","connect"
"17377","you"
"17378","with"
"17379","people"
"17380","who"
"17381","can"
"17382","give"
"17383","you"
"17384","a"
"17385","better"
"17386","understanding"
"17387","of"
"17388","the"
"17389","industry"
"17390","and"
"17391","help"
"17392","you"
"17393","accomplish"
"17394","real"
"17395","goals"
"17396","you"
"17397","can"
"17398","add"
"17399","to"
"17400","your"
"17401","résumé"
"17402","this"
"17403","includes"
"17404","assigning"
"17405","you"
"17406","a"
"17407","formal"
"17408","mentor"
"17409","and"
"17410","interactions"
"17411","with"
"17412","senior"
"17413","executives"
"17414","advanced"
"17415","analytics"
"17416","has"
"17417","designed"
"17418","implemented"
"17419","and"
"17420","is"
"17421","operating"
"17422","a"
"17423","new"
"17424","advanced"
"17425","big"
"17426","data"
"17427","analytics"
"17428","platform"
"17429","that"
"17430","has"
"17431","enabled"
"17432","new"
"17433","self"
"17434","service"
"17435","analytics"
"17436","decision"
"17437","engineering"
"17438","support"
"17439","machine"
"17440","learning"
"17441","modeling"
"17442","forecasting"
"17443","and"
"17444","optimizations"
"17445","this"
"17446","position"
"17447","will"
"17448","work"
"17449","on"
"17450","data"
"17451","engineering"
"17452","data"
"17453","architecture"
"17454","data"
"17455","analysis"
"17456","and"
"17457","model"
"17458","creation"
"17459","participates"
"17460","in"
"17461","the"
"17462","creation"
"17463","and"
"17464","distribution"
"17465","of"
"17466","key"
"17467","data"
"17468","products"
"17469","participate"
"17470","in"
"17471","responding"
"17472","to"
"17473","ad"
"17474","hoc"
"17475","data"
"17476","pulls"
"17477","analysis"
"17478","and"
"17479","modeling"
"17480","requests"
"17481","a"
"17482","working"
"17483","understanding"
"17484","of"
"17485","relational"
"17486","and"
"17487","analytics"
"17488","data"
"17489","structures"
"17490","prepare"
"17491","data"
"17492","for"
"17493","analysis"
"17494","modeling"
"17495","and"
"17496","distribution"
"17497","assists"
"17498","in"
"17499","the"
"17500","development"
"17501","and"
"17502","documentation"
"17503","of"
"17504","data"
"17505","products"
"17506","and"
"17507","analytic"
"17508","based"
"17509","models"
"17510","works"
"17511","on"
"17512","one"
"17513","or"
"17514","more"
"17515","projects"
"17516","as"
"17517","a"
"17518","project"
"17519","team"
"17520","member"
"17521","adhere"
"17522","to"
"17523","industry"
"17524","specific"
"17525","local"
"17526","state"
"17527","and"
"17528","federal"
"17529","regulations"
"17530","as"
"17531","applicable"
"17532","participates"
"17533","in"
"17534","the"
"17535","creation"
"17536","and"
"17537","distribution"
"17538","of"
"17539","key"
"17540","data"
"17541","products"
"17542","participate"
"17543","in"
"17544","responding"
"17545","to"
"17546","ad"
"17547","hoc"
"17548","data"
"17549","pulls"
"17550","analysis"
"17551","and"
"17552","modeling"
"17553","requests"
"17554","a"
"17555","working"
"17556","understanding"
"17557","of"
"17558","relational"
"17559","and"
"17560","analytics"
"17561","data"
"17562","structures"
"17563","prepare"
"17564","data"
"17565","for"
"17566","analysis"
"17567","modeling"
"17568","and"
"17569","distribution"
"17570","assists"
"17571","in"
"17572","the"
"17573","development"
"17574","and"
"17575","documentation"
"17576","of"
"17577","data"
"17578","products"
"17579","and"
"17580","analytic"
"17581","based"
"17582","models"
"17583","works"
